Label,Category,Item,Total clicks,Contact ratio,Total contacts
where-can-i-find-the-status-of-my-refund,Payment,Refund of cancellation,1,"0,00%",0
wat-betekent-de-voorraadstatus-tijdelijk-uitverkocht,Bezorgen en installeren,Overig,1,"0,00%",0
hoe-werkt-het-als-je-witgoed-of-keukenapparatuur-besteld-met-extra-services,Bestellen,Prijs van producten,1,,0
ik-wil-mijn-adres-wijzigen,Delivery and installation,Change delivery,1,"237,00%",2
how-can-i-change-or-cancel-my-return,Exchange and return,Return process,1,"0,00%",0
when-is-my-product-considered-to-have-user-damage,Garantie en reparatie,Overig,1,"0,00%",0
which-return-options-do-I-have,Exchange and return,Return status,1,"0,00%",0
is-mijn-product-op-voorraad,Betalen,Kortingen en tegoeden,1,"0,00%",0
wat-voor-soort-garantie-heb-ik,Bezorgen en installeren,Overig,1,"0,00%",0
what-if-i-paid-with-ideal-but-havent-received-an-order-confirmation-yet,Delivery and installation,Payment failed or declined,1,"0,00%",0
register-extra-large-products-for-repair,Warranty and repair,Repair process,1,"177,00%",2
what-if-my-delivery-is-delayed,Coolblue Business,Delivery,1,,0
was-passiert-wenn-meine-lieferung-sich-verzoegert,,,1,"0,00%",0
wat-betekent-de-voorraadstatus-nooit-meer-leverbaar,,Voorraad van producten,1,,0
mijn-bestelling-gaat-terug-naar-coolblue-wanneer-krijg-ik-mijn-geld-terug,Bezorgen en installeren,Overig,1,"126,00%",1
how-can-I-use-my-personal-discount,Advice and support,Advice with purchase,1,,0
kann-ich-mein-produkt-zurueckzugeben,,,1,,0
nemen-jullie-mijn-oude-televisie-mee,,,1,"0,00%",0
kan-ik-mijn-coolbluetegoed-in-delen-gebruiken,Betalen,Betaalmethodes,1,"0,00%",0
wat-is-de-status-van-mijn-retourzending,Ruilen en retourneren,Overig,1,"0,00%",0
i-dont-have-an-invoice,Delivery and installation,Order delayed or not delivered,1,"0,00%",0
kan-ik-mijn-bestelling-annuleren,Betalen,Overig,1,,0
mon-track-trace-indique-que-mon-paquet-a-ete-livre-mais-je-n-ai-rien-recu-comment-est-ce-possible,Livraison et installation,Services de livraison et d'installation,1,,0
wat-betekent-de-voorraadstatus-tijdelijk-uitverkocht,Bezorgen en installeren,Voorraad van producten,1,"0,00%",0
hoe-moet-ik-mijn-product-inpakken-om-het-terug-te-sturen,Garantie en reparatie,Reparatieproces,1,,0
wie-melde-ich-online-meine-reparatur-an,Beratung und Unterstützung,Hilfe bei Installation und Verwendung,1,"0,00%",0
how-do-i-use-my-coolbluecredit,Other,Discounts and credits,1,"0,00%",0
hoe-kan-ik-mijn-persoonlijke-korting-gebruiken,Betalen,,1,,0
was-passiert-wenn-ich-nicht-zu-hause-bin,Sonstiges,Sonstiges,1,"117,00%",1
kan-ik-mijn-bestelling-annuleren,Bezorgen en installeren,Overig,1,"0,00%",0
hoe-meld-ik-online-mijn-retour-aan,,Bezorging wijzigen,1,,0
hoe-kan-ik-betalen,Winkels,Openingstijden en bereikbaarheid,1,,0
kan-ik-een-zakelijke-bestelling-ophalen-in-de-winkel-,,Zakelijk bestellen,1,"0,00%",0
how-do-i-create-a-business-account,Order,Promotions on products,1,,0
kan-ik-extra-grote-producten-aanmelden-voor-retour,,,1,"0,00%",0
Wat-is-er-anders-aan-Telefoon-Tablet-en-Apple-Accessoires-reparaties?,,,1,,0
untitled-entry-2019-07-18-at-02-02-27,Payer,Autre,1,"0,00%",0
waar-kan-ik-mijn-factuur-vinden,Overig,Retourstatus,1,"0,00%",0
ou-trouver-ma-facture,Autre,Demander le statut de livraison,1,"0,00%",0
what-should-i-do-if-i-have-not-received-my-package,Delivery and installation,Other,1,"0,00%",0
i-want-to-chance-or-cancel-my-return,Other,Change return or exchange,1,"0,00%",0
my-order-was-delivered-but-i-didnt-receive-all-products,Order,Other,1,"126,00%",1
hoe-gebruik-ik-mijn-coolbluetegoed,,,1,"0,00%",0
Wat-is-er-anders-aan-Telefoon-Tablet-en-Apple-Accessoires-reparaties?,Garantie en reparatie,Garantievoorwaarden,1,"0,00%",0
the-payment-status-in-mycoolblue-isnt-right,,Payment failed or declined,1,,0
do-cashbacks-apply-to-second-chance-products,Order,Promotions on products,1,,0
will-you-install-my-new-television,,Delivery and installation services,1,"0,00%",0
ik-heb-geen-factuur,Garantie en reparatie,Overig,1,"0,00%",0
ik-ben-niet-tevreden-over-de-bezorger-waar-kan-ik-mijn-ei-kwijt,Bezorgen en installeren,Bezorgstatus opvragen,1,"137,00%",1
how-do-i-create-a-business-account,Other,Business order,1,,0
wat-als-ik-geen-terugbetaling-heb-ontvangen,Coolblue Zakelijk,Betalen,1,"0,00%",0
how-do-i-request-an-invoice,Coolblue Business,Business order,1,"0,00%",0
welche-allgemeinen-geschaeftsbedingungen-gelten-fuer-geschaeftskunden,Liefern und installieren,Unvollständige oder beschädigte Bestellung,1,,0
hoe-retourneer-ik-mijn-artikelen,Overig,Retour onjuist afgehandeld,1,"188,00%",2
wanneer-heeft-mijn-product-gebruikersschade,Coolblue Zakelijk,Betalen,1,,0
wat-moet-ik-doen-als-ik-mijn-bestelling-niet-heb-ontvangen,Leveren en installeren,Overig,1,"186,00%",2
hoe-kan-ik-mijn-persoonlijke-korting-gebruiken,Bestellen,Prijs van producten,1,"0,00%",0
kann-ich-mein-produkt-bei-coolblue-reparieren-lassen,,Sonstiges,1,,0
ik-wil-mijn-adres-wijzigen,Advies en ondersteuning,Advies bij aankoop,1,"0,00%",0
kann-ich-mein-produkt-zurueckzugeben,Sonstiges,Rückgabebedingungen,1,,0
mijn-bestelling-is-geleverd-maar-ik-heb-niet-alle-producten-ontvangen,Advies en ondersteuning,Onvolledige of beschadigde bestelling,1,"135,00%",1
welke-bezorgopties-zijn-er-voor-witgoedproducten,Overig,Overig,1,"152,00%",2
kan-ik-een-vvvbon-inwisselen-bij-coolblue,,Kortingen en tegoeden,1,"0,00%",0
hoe-kan-ik-mijn-shoptegoed-toepassen,,,1,"0,00%",0
mijn-bestelling-gaat-terug-naar-coolblue-wanneer-krijg-ik-mijn-geld-terug,Bezorgen en installeren,Bestelling vertraagd of niet geleverd,1,"154,00%",2
hoe-retourneer-ik-mijn-artikelen,Other,,1,"265,00%",3
is-een-cashback-mogelijk-op-een-tweedekansproduct,Bestellen,Voorraad van producten,1,"0,00%",0
kann-ich-mein-produkt-zurueckzugeben,Umtausch und Rückgabe,Sonstiges,1,"118,00%",1
welke-producten-kan-ik-bekijken-in-de-winkel,Overig,Advies bij aankoop,1,"330,00%",3
hoe-meld-ik-online-mijn-retour-aan,Coolblue Zakelijk,Retour of omruiling aanmelden,1,"150,00%",2
ik-kan-mijn-coolbluetegoed-niet-verrekenen-wat-nu,Overig,Overig,1,"0,00%",0
welche-ruecksendeoptionen-habe-ich,,,1,,0
comment-annuler-ma-commande,Commander,Modifier votre commande,1,"0,00%",0
was-ist-ein-cashback,Bezahlen,Cashback- und Produktaktionen,1,"0,00%",0
hoe-meld-ik-online-een-retour-aan-voor-een-zakelijke-bestelling-,Ruilen en retourneren,Overig,1,"0,00%",0
where-can-i-find-my-invoice,Advice and support,Other,1,"0,00%",0
comment-savoir-si-mon-produit-m-attend-dans-le-magasin,Magasins,Récupérer votre commande,1,"133,00%",1
does-ordered-today-delivered-tomorrow-still-apply,Other,Other,1,"0,00%",0
op-welke-manieren-kan-in-betalen-als-zakelijke-klant,Betalen,Factuur nasturen,1,"0,00%",0
wie-recycle-ich-mein-altgeraet,Sonstiges,Sonstiges,1,"112,00%",1
nemen-jullie-mijn-oude-televisie-mee,Overig,Bezorg- en installatieservices,1,"0,00%",0
wie-kann-ich-bezahlen,Garantie und Reparatur,Zahlungsarten,1,"0,00%",0
wo-ist-mein-paket,Sonstiges,Bestellbestätigung nicht erhalten,1,,0
wie-lange-habe-ich-garantie-auf-mein-produkt,Bezahlen,Zahlung fehlgeschlagen oder abgelehnt,1,,0
hoe-lang-duurt-het-voordat-ik-mijn-nieuwe-product-ontvang,Advies en ondersteuning,Advies bij aankoop,1,"162,00%",2
hoe-kan-ik-met-ecocheques-betalen,Payment,Payment methods,1,"0,00%",0
hoe-lang-duurt-een-reparatie,,,1,"0,00%",0
zijn-alle-coolblue-winkels-open,Betalen,Betaalmethodes,1,,0
hoe-kan-ik-een-bestelling-plaatsen,,Betaling mislukt of geweigerd,1,"0,00%",0
nemen-jullie-mijn-oude-apparaat-mee,Leveren en installeren,Overig,1,"0,00%",0
wat-moet-ik-doen-als-ik-mijn-pakket-niet-heb-ontvangen,Ruilen en retourneren,,1,"200,00%",2
ik-wil-mijn-product-in-de-winkel-retourneren,,Retournering of omruiling wijzigen,1,"147,00%",1
wer-haelt-mich-ueber-meine-reparatur-auf-dem-laufenden-coolblue-oder-der-reparateur,Bezahlen,Reparaturstatus,1,,0
what-if-my-delivery-is-delayed,Other,Order delayed or not delivered,1,"0,00%",0
wo-ist-mein-paket,Liefern und installieren,Sonstiges,1,"0,00%",0
wat-gebeurt-er-met-mijn-overgebleven-shoptegoed,Bestellen,Kortingen en tegoeden,1,"0,00%",0
hoe-retourneer-ik-mijn-artikelen,Ruilen en retourneren,Retournering of omruiling wijzigen,1,"0,00%",0
wie-houdt-mij-op-de-hoogte-over-mijn-reparatie-coolblue-of-de-reparateur,,Overig,1,"0,00%",0
comment-enregistrer-mon-produit-a-reparer-en-ligne,Autre,Signaler une réparation,1,,0
hoe-kan-ik-mijn-persoonlijke-korting-gebruiken,Bestellen,Acties op producten,1,"0,00%",0
kan-ik-mijn-bestelling-annuleren,Garantie en reparatie,Overig,1,"0,00%",0
kan-ik-mijn-product-retourneren-in-de-winkel,Ruilen en retourneren,Retourproces,1,"0,00%",0
hoe-ontvang-ik-mijn-terugbetaling,Bezorgen en installeren,Bestelling vertraagd of niet geleverd,1,"0,00%",0
qu-est-ce-qu-un-credit-d-achat,Autre,Réductions et crédits,1,,0
ik-wil-mijn-retour-wijzigen-of-annuleren,Coolblue Energie,Retournering of omruiling wijzigen,1,,0
kan-ik-een-zakelijke-bestelling-ophalen-in-de-winkel-,Bestellen,Voorraad van producten,1,"0,00%",0
kan-ik-rechtstreeks-contact-opnemen-met-de-winkels,Overig,Openingstijden en bereikbaarheid,1,,0
est-ce-que-coolblue-propose-le-paiement-en-differe,Coolblue Business,Payer,1,"0,00%",0
wie-fordere-ich-ein-angebot-an,Sonstiges,Geschäftlich bestellen,1,"0,00%",0
comment-emballer-mon-produit-a-retourner,Garantie et réparation,Statut de la réparation,1,"0,00%",0
kan-ik-mijn-product-ook-in-de-winkel-aanmelden-voor-retour-of-reparatie,Winkels,Ruilen en retourneren,1,"215,00%",2
when-is-my-product-considered-to-have-user-damage,Other,Register a repair,1,,0
hoe-snel-wordt-ik-terugbetaald-na-retourneren,,,1,"0,00%",0
wat-is-de-status-van-mijn-reparatie,Betalen,Overig,1,"0,00%",0
can-i-return-my-product-in-the-store,Exchange and return,Change return or exchange,1,"179,00%",2
heb-ik-garantie-op-een-tweedekans-product,Coolblue Zakelijk,Betalen,1,,0
welke-producten-kan-ik-bekijken-in-de-winkel,Betalen,Betaalmethodes,1,,0
wie-melde-ich-online-meine-reparatur-an,Sonstiges,Reparatur anmelden,1,"0,00%",0
kan-ik-een-product-dat-betaald-is-met-een-cadeaubon-terugsturen,Bestellen,Bestelling annuleren,1,"0,00%",0
welke-bezorgopties-zijn-er-voor-witgoedproducten,Leveren en installeren,Bestelling vertraagd of niet geleverd,1,"135,00%",1
welke-bezorgopties-zijn-er-voor-witgoedproducten,,Bezorgstatus opvragen,1,"0,00%",0
kan-ik-mijn-product-laten-repareren-bij-coolblue,Bezorgen en installeren,Bezorg- en installatieservices,1,,0
how-can-i-change-my-order,Other,Change delivery,1,"0,00%",0
kann-ich-meine-geschaeftliche-bestellung-im-store-abholen,Beratung und Unterstützung,Geschäftlich bestellen,1,"0,00%",0
moet-ik-iets-betalen-voor-het-terugsturen-van-mijn-product,Garantie en reparatie,,1,,0
bekomme-ich-nach-der-rueckgabe-den-vollstaendigen-kaufbetrag-zurueck,Bezahlen,Rabatte und Guthaben,1,"236,00%",2
wat-moet-ik-doen-als-ik-mijn-verzendlabel-niet-kan-printen,Échange et retour,Statut du processus de retour,1,"125,00%",1
can-i-register-extra-large-products-such-as-white-goods-and-kitchen-appliances-as-a-return-online-as-well,Exchange and return,Return conditions,1,"0,00%",0
was-passiert-wenn-ich-keine-rechnung-erhalten-habe,Bestellen,Bestellbestätigung nicht erhalten,1,"109,00%",1
hoe-maak-ik-een-zakelijk-account-aan-,Winkels,Bestelling ophalen,1,"0,00%",0
kunnen-jullie-me-helpen-bij-de-installatie-en-het-gebruik-van-mijn-product,Exchange and return,Register return or exchange,1,"0,00%",0
kan-ik-producten-bestellen-zonder-btw,Betalen,Kortingen en tegoeden,1,"187,00%",2
waarvoor-kan-ik-een-afspraak-maken-in-de-winkel,Advies en ondersteuning,Advies bij aankoop,1,,0
Wat-is-er-anders-aan-Telefoon-Tablet-en-Apple-Accessoires-reparaties?,Overig,"Telefoon-, iPad- en Apple accessoires",1,,0
het-product-dat-ik-wil-kopen-is-in-prijs-gestegen-wat-nu,Ruilen en retourneren,Overig,1,"0,00%",0
wat-gebeurt-er-als-ik-niet-thuis-ben,Leveren en installeren,,1,"0,00%",0
wat-betekent-de-voorraadstatus-tijdelijk-uitverkocht,Winkels,Bestelling ophalen,1,,0
wat-moet-ik-doen-als-ik-mijn-pakket-niet-heb-ontvangen,Bezorgen en installeren,Bezorg- en installatieservices,1,,0
kan-ik-achteraf-betalen,Garantie en reparatie,Betaalmethodes,1,,0
can-i-pick-up-my-business-order-in-the-store,Coolblue Business,Business order,1,,0
nemen-jullie-mijn-oude-televisie-mee,Ruilen en retourneren,Retourstatus,1,"228,00%",2
waar-kan-ik-mijn-factuur-vinden,Winkels,Factuur nasturen,1,,0
kan-ik-extra-grote-producten-zoals-witgoed-en-keukenapparatuur-ook-online,Bezorgen en installeren,Bezorg- en installatieservices,1,"521,00%",5
hoe-meld-ik-online-mijn-reparatie-aan,Coolblue Zakelijk,Betalen,1,,0
nemen-jullie-mijn-oude-apparaat-mee,Leveren en installeren,Bestelling vertraagd of niet geleverd,1,,0
waar-kan-ik-mijn-factuur-vinden,Bestellen,Voorraad van producten,1,,0
waarom-is-mijn-creditcard-betaling-afgewezen,Bezorgen en installeren,Bestelling vertraagd of niet geleverd,1,"0,00%",0
kann-ich-mein-produkt-bei-coolblue-reparieren-lassen,Garantie und Reparatur,Reparatur falsch bearbeitet,1,,0
how-do-i-return-my-products,Other,Price of products,1,,0
combien-de-fois-suis-je-informe-de-la-reparation-de-mon-produit,Échange et retour,Processus de retour mal géré,1,"139,00%",1
biedt-coolblue-achteraf-betalen-aan,Advies en ondersteuning,Advies bij aankoop,1,,0
waarom-klopt-de-betaalstatus-in-mijn-coolblue-niet,Overig,Betaling mislukt of geweigerd,1,"135,00%",1
hoe-annuleer-ik-mijn-bestelling,Bestellen,Overig,1,,0
wat-als-ik-geen-factuur-heb-ontvangen,Overig,Factuur nasturen,1,,0
kan-ik-mijn-product-retourneren,Advies en ondersteuning,Hulp bij installatie en gebruik,1,,0
wat-zijn-de-retour-voorwaarden-voor-zakelijke-bestellingen,Garantie en reparatie,Overig,1,"134,00%",1
how-do-i-register-my-return-online,Advies en ondersteuning,,1,"0,00%",0
why-do-i-receive-a-quote,Garantie en reparatie,Kosten van reparatie,1,"194,00%",2
moet-ik-iets-betalen-voor-het-terugsturen-van-mijn-product,Advies en ondersteuning,Overig,1,"0,00%",0
wat-is-de-status-van-mijn-bestelling,Overig,Bezorg- en installatieservices,1,,0
kan-ik-mijn-coolbluetegoed-in-delen-gebruiken,Bestellen,Overig,1,,0
kan-ik-mijn-bestelling-annuleren,,Orderbevestiging niet ontvangen,1,"194,00%",2
ou-est-mon-paquet,Livraison et installation,Modifier la livraison,1,"130,00%",1
comment-emballer-mon-produit-a-retourner,Autre,Processus de retour,1,"129,00%",1
what-should-i-do-if-i-have-not-received-my-package,Coolblue Business,Delivery,1,,0
hoe-maak-ik-een-zakelijk-account-aan-,Betalen,Factuur nasturen,1,"0,00%",0
ist-meine-reparatur-kostenlos,Bestellen,Sonstiges,1,,0
what-if-I-payed-twice,Stores,Stock and assortment,1,,0
which-return-options-do-I-have,Exchange and return,Register return or exchange,1,"0,00%",0
mijn-ideal-betaling-is-mislukt,Ruilen en retourneren,Retourvoorwaarden,1,,0
can-you-help-me-with-the-installation-and-use-of-my-product,Other,Help with installation and use,1,,0
wat-is-de-status-van-mijn-bestelling,Ruilen en retourneren,Garantievoorwaarden,1,"159,00%",2
waarom-krijg-ik-een-prijsopgave,Garantie en reparatie,Reparatie onjuist afgehandeld,1,"0,00%",0
waar-is-mijn-pakketje,Betalen,Betaling mislukt of geweigerd,1,"126,00%",1
est-ce-que-j-ai-une-garantie-sur-un-produit-deuxieme-chance,Autre,Autre,1,,0
wat-als-ik-dubbel-betaald-heb,Bestellen,,1,"160,00%",2
wat-als-ik-geen-factuur-heb-ontvangen,Winkels,Factuur nasturen,1,,0
wat-als-ik-met-ideal-heb-betaald-maar-nog-geen-orderbevestiging-heb-ontvangen,Bezorgen en installeren,Bezorging wijzigen,1,,0
wat-moet-ik-doen-als-ik-mijn-pakket-niet-heb-ontvangen,,Bestelling vertraagd of niet geleverd,1,"0,00%",0
hoe-snel-wordt-ik-terugbetaald-na-retourneren,Ruilen en retourneren,Retourvoorwaarden,1,,0
waar-kan-ik-mijn-factuur-vinden,Garantie en reparatie,Reparatiestatus,1,,0
quelles-sont-les-conditions-generales-pour-les-clients-business,Coolblue Business,Payer,1,"125,00%",1
welke-producten-kan-ik-bekijken-in-de-winkel,Advies en ondersteuning,Overig,1,"0,00%",0
the-payment-status-in-mycoolblue-isnt-right,Payment,Payment methods,1,"399,00%",4
what-do-i-have-to-do-to-return-my-product,Stores,Stock and assortment,1,,0
kan-ik-het-bezorgmoment-van-mijn-bestelling-wijzigen,Overig,Bestelling vertraagd of niet geleverd,1,"327,00%",3
rekening-mee-houden-voor-bezorging-van-witgoed-en-keukenapparatuur,Bezorgen en installeren,Overig,1,"158,00%",2
are-repairs-always-free,Warranty and repair,Repair status,1,"0,00%",0
wat-betekent-de-voorraadstatus-nooit-meer-leverbaar,Bestellen,Orderbevestiging niet ontvangen,1,,0
biedt-coolblue-achteraf-betalen-aan,Betalen,Factuur nasturen,1,"0,00%",0
mijn-product-werkt-niet-goed-wat-kan-ik-doen,Overig,Hulp bij installatie en gebruik,1,"0,00%",0
hoe-retourneer-ik-mijn-artikelen,Bezorgen en installeren,Bezorging wijzigen,1,,0
installeren-jullie-mijn-nieuwe-televisie-voor-me,Ruilen en retourneren,Retourstatus,1,"228,00%",2
hoe-moet-ik-mijn-product-inpakken-om-het-terug-te-sturen,Advies en ondersteuning,Overig,1,"0,00%",0
waar-kan-ik-mijn-factuur-vinden,Betalen,Betaalmethodes,1,,0
kan-ik-mijn-product-retourneren,Ruilen en retourneren,Retourstatus,1,"0,00%",0
est-il-possible-de-modifier-ma-facture,Payer,Réductions et crédits,1,"157,00%",2
what-if-my-delivery-is-delayed,Delivery and installation,Other,1,"268,00%",3
warum-stimmt-der-zahlungsstatus-in-mein-coolblue-nicht,Bezahlen,Zahlungsarten,1,"128,00%",1
kan-ik-mijn-bestelling-wijzigen,,Bezorging wijzigen,1,"0,00%",0
est-ce-que-coolblue-propose-le-paiement-en-differe,Payer,Réductions et crédits,1,,0
waar-vind-ik-of-een-product-op-voorraad-is-in-een-winkel,Overig,Advies bij aankoop,1,"330,00%",3
wat-moet-ik-doen-om-mijn-product-te-retourneren,Betalen,Overig,1,,0
wat-is-shoptegoed,Bestellen,Kortingen en tegoeden,1,"0,00%",0
waar-kan-ik-mijn-factuur-vinden,Overig,Retourvoorwaarden,1,,0
hoe-meld-ik-online-mijn-reparatie-aan,Delivery and installation,Incomplete or damaged order,1,"0,00%",0
ou-trouver-ma-facture,Autre,Modifier la livraison,1,"222,00%",2
kan-ik-mijn-bestelling-wijzigen,Bestellen,Orderbevestiging niet ontvangen,1,"194,00%",2
hoe-retourneer-ik-mijn-artikelen,Overig,Retournering of omruiling wijzigen,1,"127,00%",1
wo-kann-ich-meine-rechnung-finden,Sonstiges,Rückgabebedingungen,1,,0
are-repairs-always-free,Garantie en reparatie,Overig,1,"0,00%",0
mijn-product-werkt-niet-goed-wat-kan-ik-doen,,Reparatie onjuist afgehandeld,1,"0,00%",0
welke-bezorgopties-zijn-er-voor-witgoedproducten,Bestellen,Orderbevestiging niet ontvangen,1,"0,00%",0
hoe-kan-ik-mijn-persoonlijke-korting-gebruiken,,Overig,1,"0,00%",0
que-faire-si-j-ai-paye-avec-bancontact-mais-que-je-n-ai-pas-recu-de-confirmation-de-paiement,Payer,Méthodes de payement,1,"0,00%",0
op-welke-manieren-kan-in-betalen-als-zakelijke-klant,Coolblue Zakelijk,Zakelijk bestellen,1,"0,00%",0
hoeveel-garantie-heb-ik-op-mijn-product,Leveren en installeren,Bestelling vertraagd of niet geleverd,1,,0
hoe-kan-ik-mijn-shoptegoed-toepassen,,,1,"0,00%",0
hoe-kan-ik-mijn-bestelling-wijzigen,Leveren en installeren,Overig,1,,0
kunnen-jullie-me-helpen-bij-de-installatie-en-het-gebruik-van-mijn-product,,Bezorg- en installatieservices,1,,0
kan-ik-mijn-bestelling-ook-afhalen-bij-een-coolblue-winkel,Overig,Bestelling ophalen,1,,0
comment-savoir-si-mon-produit-m-attend-dans-le-magasin,Magasins,Horaires d'ouverture et accessibilité,1,"130,00%",1
qu-est-ce-qu-un-credit-d-achat,Commander,Autre,1,,0
mijn-ideal-betaling-is-mislukt,Betalen,Factuur nasturen,1,,0
wie-kann-ich-mit-paypal-bezahlen,Sonstiges,Zahlungsarten,1,,0
koennt-ihr-mir-bei-der-einrichtung-und-verwendung-meines-produkts-helfen,Liefern und installieren,Hilfe bei Installation und Verwendung,1,,0
wer-haelt-mich-ueber-meine-reparatur-auf-dem-laufenden-coolblue-oder-der-reparateur,Umtausch und Rückgabe,Rückgabeprozess,1,"0,00%",0
hoeveel-garantie-heb-ik-op-mijn-product,Overig,Zakelijk bestellen,1,"163,00%",2
was-muss-ich-tun-um-mein-produkt-zurueckzugeben,Umtausch und Rückgabe,Rückgabebedingungen,1,"0,00%",0
